1601718, 2057, org.gjt.sp.jedit.search.SearchAndReplace.find(View)
1611766, 1263, org.gjt.sp.jedit.buffer.JEditBuffer.getIndentRules(int)
1834620, 66, org.gjt.sp.jedit.search.SearchAndReplace.regexpReplace(SearchMatcher.Match,String)
2844750, 114, org.gjt.sp.jedit.textarea.TextAreaPainter.PaintText.paintValidLine(Graphics2D,int,int,int,int,int)
1538702, 660, org.gjt.sp.jedit.GUIUtilities.saveGeometry(Window,String)
1500938, 11, org.gjt.sp.jedit.search.SearchDialog.showSearchDialog(View,String,int)
1594234, 44, org.gjt.sp.jedit.search.SearchBar.incrementalSearch(int,boolean)
2129419, 1779, org.gjt.sp.jedit.gui.CloseDialog.ListHandler.valueChanged(ListSelectionEvent)
1748509, 46, org.gjt.sp.jedit.pluginmgr.ManagePanel.SaveButton.actionPerformed(ActionEvent)
2069249, 110, org.gjt.sp.jedit.search.SearchAndReplace._replace(View,JEditBuffer,SearchMatcher,int,int,boolean)
1869978, 1, org.gjt.sp.jedit.jEdit.addBufferToList(Buffer)
1984974, 212, org.gjt.sp.jedit.View.propertiesChanged()
1542026, 6887, org.gjt.sp.jedit.jEdit.MyFocusManager.postProcessKeyEvent(KeyEvent)
1658252, 369, org.gjt.sp.jedit.syntax.ParserRule.createMarkPreviousRule(int,String,byte,byte)
1687264, 311, org.gjt.sp.jedit.search.HyperSearchResults.removeSelectedNode()
1965114, 179, org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.getSelectedFiles()
1520769, 38, org.gjt.sp.jedit.options.SaveBackupOptionPane._init()
1617509, 100, org.gjt.sp.jedit.io.GlobVFSFileFilter.setGlob(String)
1593359, 426, org.gjt.sp.jedit.gui.InputHandler.processKeyEvent(KeyEvent,int,boolean)
1646058, 98, org.gjt.sp.jedit.search.HyperSearchResults.removeSelectedNode()
1664900, 249, org.gjt.sp.jedit.indent.RegexpIndentRule.apply(JEditBuffer,int,int,int,List<IndentAction>)
2446121, 899, org.gjt.sp.jedit.search.HyperSearchResults.addNotify()
2668434, 228, org.gjt.sp.jedit.View.toggleFullScreen()
1292706, 289, org.gjt.sp.jedit.GUIUtilities.saveGeometry(Window,String)
1654543, 4518, org.gjt.sp.jedit.gui.VariableGridLayout.getLayoutSize(Container,LayoutSize)
2015210, 912, org.gjt.sp.jedit.options.SaveBackupOptionPane._init()
2842444, 83, org.gjt.sp.jedit.search.HyperSearchResults.searchStarted()
2846169, 6, org.gjt.sp.jedit.buffer.JEditBuffer.getFoldLevel(int)
1641997, 218, org.gjt.sp.jedit.options.GeneralOptionPane._init()
2169354, 4334, org.gjt.sp.jedit.search.SearchAndReplace.regexpReplace(SearchMatcher.Match,String)
1574587, 532, org.gjt.sp.jedit.bufferio.BufferSaveRequest.run()
1749475, 147, org.gjt.sp.jedit.options.ShortcutsOptionPane.setFilter()
1584436, 0, 
1789707, 1467, org.gjt.sp.jedit.io.XMLEncodingDetector.getXMLEncoding(String)
1942313, 347, org.gjt.sp.jedit.textarea.DisplayManager.expandFold(int,boolean)
1546200, 22, org.gjt.sp.jedit.menu.RecentFilesProvider.update(JMenu)
1600401, 1250, org.gjt.sp.jedit.syntax.TokenMarker.handleRule(ParserRule,boolean)
1912735, 190, org.gjt.sp.jedit.gui.statusbar.SelectionLengthWidgetFactory.SelectionLengthWidget.SelectionLength.caretUpdate(CaretEvent)
1739675, 6054, org.gjt.sp.jedit.indent.WhitespaceRule.apply(JEditBuffer,int,int,int,List<IndentAction>)
1883809, 229, org.gjt.sp.jedit.textarea.TextArea.centerCaret()
2823909, 146, org.gjt.sp.jedit.View.updateFullScreenProps()
1694133, 985, org.gjt.sp.jedit.browser.VFSBrowser.setDirectory(String)
2781716, 462, org.gjt.sp.jedit.search.HyperSearchResults.HighlightingTree.convertValueToText(Object,boolean,boolean,boolean,int,boolean)
1894235, 25, org.gjt.sp.jedit.search.SearchBar.find(boolean)
1570554, 29, org.gjt.sp.jedit.browser.VFSBrowser.setDirectory(String)
1825720, 380, org.gjt.sp.jedit.bufferio.BufferAutosaveRequest.run()
1747300, 58, org.gjt.sp.jedit.options.GutterOptionPane._save()
1910061, 245, org.gjt.sp.jedit.textarea.TextArea.centerCaret()
1571752, 687, org.gjt.sp.jedit.textarea.TextArea.addExplicitFold(int,int,int,int)
1923613, 32, org.gjt.sp.jedit.search.SearchBar.find(boolean)
1549282, 497, org.gjt.sp.jedit.Buffer.insertFile(View,String)
1548902, 638, org.gjt.sp.jedit.TextUtilities.format(String,int,int)
1593375, 223, org.gjt.sp.jedit.gui.LogViewer.setFilter()
950961, 3, org.gjt.sp.jedit.textarea.BufferHandler.getReadyToBreakFold(int)
1744674, 5, org.gjt.sp.jedit.search.HyperSearchFileNode.getBuffer(View)
2646484, 2116, org.gjt.sp.jedit.textarea.TextArea.end(boolean)
1593735, 73, org.gjt.sp.jedit.gui.OptionsDialog.init(String,String)
2696564, 80, org.gjt.sp.jedit.EditPane.EditPane(View,Buffer,BufferSet.Scope)
1533473, 823, org.gjt.sp.jedit.EditPane.loadCaretInfo()
2173091, 32, org.gjt.sp.jedit.search.PatternSearchMatcher.nextMatch(CharSequence,boolean,boolean,boolean,boolean)
1708876, 1279, org.gjt.sp.jedit.MiscUtilities.getFileExtension(String)
1593526, 1678, org.gjt.sp.jedit.search.HyperSearchResults.removeSelectedNode()
1593523, 323, org.gjt.sp.jedit.search.HyperSearchOperationNode.restoreFlatNodes(JTree,DefaultMutableTreeNode)
1538743, 3945, org.gjt.sp.jedit.options.ToolBarEditDialog.ToolBarEditDialog(Component,DefaultComboBoxModel,ToolBarOptionPane.Button)
1788847, 15, org.gjt.sp.jedit.Buffer.editSyntaxStyle(JEditTextArea)
1576535, 749, org.gjt.sp.jedit.EditPane.loadCaretInfo()
1565447, 2, org.gjt.sp.jedit.search.HyperSearchFileNode.setCount(int)
1541009, 75, org.gjt.sp.jedit.search.SearchAndReplace.find(View)
1575505, 516, org.gjt.sp.jedit.textarea.TextArea.joinLineAt(int)
1708881, 11, org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.MouseHandler.mousePressed(MouseEvent)
1569735, 220, org.gjt.sp.jedit.syntax.XModeHandler.endElement(String,String,String)
1645528, 98, org.gjt.sp.jedit.options.GeneralOptionPane._init()
2882702, 280, org.gjt.sp.jedit.View.isInsideScreen(View,Rectangle)
2569381, 483, org.gjt.sp.jedit.options.TextAreaOptionPane._init()
1659666, 46, org.gjt.sp.jedit.TextUtilities.getComplementaryBracket(char,boolean[])
2824045, 819, org.gjt.sp.jedit.View.toggleFullScreen()
2688862, 1, org.gjt.sp.jedit.search.HyperSearchOperationNode.getSearchMatcher()
1866836, 6376, org.gjt.sp.jedit.gui.CompleteWord.completeWord(View)
2896464, 658, org.gjt.sp.jedit.search.HyperSearchResults.HyperSearchResults(View)
1730845, 169, org.gjt.sp.jedit.textarea.Gutter.MouseHandler.getFoldEndOffset(int)
2091052, 5, org.gjt.sp.jedit.View.confirmToCloseDirty()
1724940, 219, org.gjt.sp.jedit.textarea.BufferHandler.contentRemoved(JEditBuffer,int,int,int,int)
1663617, 158, org.gjt.sp.jedit.jEdit.openFile(View,String,String,boolean,Hashtable)
1628053, 297, org.gjt.sp.jedit.EditPane.setBuffer(Buffer,boolean)
1649033, 116, org.gjt.sp.jedit.search.SearchDialog.MultiFileActionHandler.actionPerformed(ActionEvent)
1818140, 1658, org.gjt.sp.jedit.gui.ListModelEditor.open(DefaultListModel)
2199003, 449, org.gjt.sp.jedit.options.WindowTableModel.getDockableSets()
